"Survey_number","Date","date_ymd","survey_send","survey_begin","survey_end","ranking_time_people","support_felt","run_description","community_inclusion","how_energising","slowed_spedup_natural","enjoyment","fatigued","pain_of_fatigue","exertion","just_before","came_with","time","totalruns","gender","age","Athlete_ID"
636,"14/05/2016","2016-05-14","9:45:00","2016-05-14 14:31:53","2016-05-14 14:33:25",2,5,3,6,4,2,1,6,7,10,2,3,45.21,39,"W",6,"8YV0RBQ"
637,"14/05/2016","2016-05-14","9:45:00","2016-05-14 15:00:06","2016-05-14 15:03:46",3,7,2,7,7,3,7,5,1,14,2,2,21.5,36,"M",9,"6S8HNB0"
638,"14/05/2016","2016-05-14","9:45:00","2016-05-14 17:10:46","2016-05-14 17:12:08",3,6,4,5,5,4,4,4,NA,8,3,4,35.9,110,"W",8,"QFZDT4P"
639,"14/05/2016","2016-05-14","9:45:00","2016-05-14 17:27:58","2016-05-14 17:29:57",3,7,3,6,6,1,5,1,NA,1,2,3,42.33,115,"W",8,"X6HKUK9"
640,"14/05/2016","2016-05-14","9:45:00","2016-05-14 17:40:43","2016-05-14 17:42:27",3,5,3,5,5,1,7,2,NA,4,2,3,29.5,113,"M",10,"CCY9CBO"
641,"14/05/2016","2016-05-14","9:45:00","2016-05-14 18:29:51","2016-05-14 18:32:08",2,6,1,6,6,4,7,4,NA,10,1,1,29.65,71,"M",9,"MP52ML7"
642,"14/05/2016","2016-05-14","9:45:00","2016-05-14 19:12:23","2016-05-14 19:14:15",3,6,4,6,6,4,6,6,5,10,2,4,29.1,34,"M",10,"AAE21Z8"
643,"14/05/2016","2016-05-14","9:45:00","2016-05-14 21:51:17","2016-05-14 21:52:48",2,3,1,4,3,4,3,4,NA,8,1,2,31.21,43,"W",5,"CZJSUBT"
644,"14/05/2016","2016-05-14","9:45:00","2016-05-15 17:06:58","2016-05-15 18:08:01",3,6,1,7,7,4,7,6,6,14,2,3,16.78,87,"M",4,"SN7HA47"
645,"14/05/2016","2016-05-14","9:45:00","2016-05-15 20:09:50","2016-05-15 20:13:45",2,6,3,6,6,1,6,5,5,10,2,4,34.51,64,"W",6,"RPO112V"
646,"14/05/2016","2016-05-14","9:45:00","2016-05-15 20:55:44","2016-05-15 20:57:53",3,4,1,3,3,4,5,5,4,10,2,4,27.9,135,"W",6,"YCJW583"
647,"14/05/2016","2016-05-14","9:45:00","2016-05-15 21:19:28","2016-05-15 21:20:56",2,5,1,5,5,4,5,5,4,10,3,2,24.46,28,"M",8,"EVYTA0Y"
648,"14/05/2016","2016-05-14","9:45:00","2016-05-15 21:49:14","2016-05-15 21:53:02",2,6,1,7,7,4,7,5,4,12,2,3,23.56,57,"W",6,"R5WZBS6"
649,"14/05/2016","2016-05-14","9:45:00","2016-05-15 22:54:14","2016-05-15 23:00:05",2,5,1,5,6,4,5,5,5,12,2,4,21.43,54,"M",9,"HTXZPD7"
650,"14/05/2016","2016-05-14","9:45:00","2016-05-16 09:31:23","2016-05-16 09:34:20",2,5,1,7,7,4,6,5,5,13,3,4,20.3,34,"W",6,"XHRLHJ8"
651,"14/05/2016","2016-05-14","9:45:00","2016-05-16 10:26:18","2016-05-16 10:27:43",3,5,1,4,5,4,4,4,NA,10,1,1,21.55,87,"M",11,"58NAII0"
652,"14/05/2016","2016-05-14","9:45:00","2016-05-16 15:01:25","2016-05-16 15:03:19",2,7,1,7,7,4,7,6,6,12,2,3,32.95,56,"W",13,"VJB2GAS"
653,"21/05/2016","2016-05-21","9:45:00","2016-05-21 09:50:35","2016-05-21 09:53:28",2,7,1,7,7,4,6,7,5,14,2,3,24.66,48,"W",7,"D912EIZ"
654,"21/05/2016","2016-05-21","9:45:00","2016-05-21 09:51:55","2016-05-21 09:53:54",3,5,1,5,6,4,4,5,5,12,2,4,30.95,135,"W",6,"YCJW583"
655,"21/05/2016","2016-05-21","9:45:00","2016-05-21 09:58:18","2016-05-21 09:59:25",2,5,1,4,4,4,5,6,4,12,1,1,28.16,62,"W",4,"8FQ70LO"
656,"21/05/2016","2016-05-21","9:45:00","2016-05-21 10:06:29","2016-05-21 10:08:57",2,6,3,5,5,3,7,5,5,10,1,3,19.43,25,"M",5,"TQARC9O"
657,"21/05/2016","2016-05-21","9:45:00","2016-05-21 10:06:45","2016-05-21 10:11:32",3,6,1,6,7,4,7,4,NA,9,2,3,21.05,113,"M",5,"UW3QB7M"
658,"21/05/2016","2016-05-21","9:45:00","2016-05-21 10:20:40","2016-05-21 10:22:27",2,6,2,6,6,3,5,6,5,10,2,2,27,35,"W",6,"MU484MT"
659,"21/05/2016","2016-05-21","9:45:00","2016-05-21 10:43:59","2016-05-21 10:45:57",3,7,1,7,7,4,7,5,4,9,1,2,36.31,16,"W",8,"1MHBZLP"
660,"21/05/2016","2016-05-21","9:45:00","2016-05-21 10:49:38","2016-05-21 10:52:15",2,6,1,7,7,4,7,6,6,12,2,4,32.56,64,"W",6,"RPO112V"
661,"21/05/2016","2016-05-21","9:45:00","2016-05-21 11:09:31","2016-05-21 11:11:30",1,7,3,7,6,2,5,6,6,14,2,2,43.2,39,"W",6,"8YV0RBQ"
662,"21/05/2016","2016-05-21","9:45:00","2016-05-21 11:26:04","2016-05-21 11:27:34",3,5,1,5,4,4,4,5,5,9,1,2,33.06,136,"W",9,"572PXPF"
663,"21/05/2016","2016-05-21","9:45:00","2016-05-21 11:31:30","2016-05-21 11:33:09",3,6,1,5,5,4,5,5,6,9,2,3,29.78,79,"M",9,"YIUDRH5"
664,"21/05/2016","2016-05-21","9:45:00","2016-05-21 11:48:32","2016-05-21 11:50:31",3,7,1,6,7,4,4,4,NA,7,1,1,22.76,69,"M",7,"YAJTARS"
665,"21/05/2016","2016-05-21","9:45:00","2016-05-21 11:45:29","2016-05-21 11:52:01",3,7,1,7,7,4,7,6,6,8,2,4,33.53,28,"W",8,"6EO0595"
666,"21/05/2016","2016-05-21","9:45:00","2016-05-21 12:04:39","2016-05-21 12:06:14",3,7,4,7,7,3,7,5,5,8,2,4,25.98,50,"W",7,"G8ZD97M"
667,"21/05/2016","2016-05-21","9:45:00","2016-05-21 12:17:08","2016-05-21 12:20:25",3,7,4,7,5,3,6,5,6,8,3,4,32.9,25,"W",4,"APA7G96"
668,"21/05/2016","2016-05-21","9:45:00","2016-05-21 12:21:54","2016-05-21 12:22:59",3,4,4,6,4,1,4,4,NA,7,3,4,40.45,110,"W",8,"QFZDT4P"
669,"21/05/2016","2016-05-21","9:45:00","2016-05-21 12:25:47","2016-05-21 12:28:18",2,6,1,7,5,4,5,6,6,14,2,4,21.08,14,"W",1,"JQA2A9G"
670,"21/05/2016","2016-05-21","9:45:00","2016-05-21 12:41:59","2016-05-21 12:43:04",2,6,1,5,6,4,6,4,NA,8,1,1,21.1,86,"M",9,"W64SQKB"
671,"21/05/2016","2016-05-21","9:45:00","2016-05-21 12:44:43","2016-05-21 12:46:14",2,7,1,7,7,4,7,5,5,10,2,2,29.16,163,"M",11,"FRMQFMD"
672,"21/05/2016","2016-05-21","9:45:00","2016-05-21 12:45:48","2016-05-21 12:48:33",3,4,4,4,5,3,5,4,NA,7,2,4,28.73,53,"W",10,"U9JJJC3"
673,"21/05/2016","2016-05-21","9:45:00","2016-05-21 12:56:25","2016-05-21 12:59:31",2,7,1,7,7,4,6,6,3,12,2,3,24.35,75,"W",7,"16NC4JI"
674,"21/05/2016","2016-05-21","9:45:00","2016-05-21 13:03:02","2016-05-21 13:07:40",3,5,3,5,4,1,5,1,NA,4,2,3,44.5,23,"W",6,"SBDZA8L"
675,"21/05/2016","2016-05-21","9:45:00","2016-05-21 13:29:11","2016-05-21 13:30:29",2,7,3,7,7,3,7,6,5,8,3,3,29.16,35,"W",8,"GGC9JED"
676,"21/05/2016","2016-05-21","9:45:00","2016-05-21 14:14:28","2016-05-21 14:16:32",2,7,2,7,7,4,6,2,NA,7,2,4,24.95,118,"M",6,"87J50HU"
677,"21/05/2016","2016-05-21","9:45:00","2016-05-21 14:29:27","2016-05-21 14:31:05",2,6,3,6,6,2,6,6,6,13,3,3,23.13,113,"M",10,"CCY9CBO"
678,"21/05/2016","2016-05-21","9:45:00","2016-05-21 14:54:37","2016-05-21 14:56:11",3,4,1,4,5,4,5,4,NA,8,3,1,24.7,110,"M",8,"UN7P5LY"
679,"21/05/2016","2016-05-21","9:45:00","2016-05-21 15:11:58","2016-05-21 15:14:54",3,6,1,6,5,4,2,6,6,9,2,1,35.7,150,"M",13,"A56W1BS"
680,"21/05/2016","2016-05-21","9:45:00","2016-05-21 15:22:04","2016-05-21 15:24:04",2,6,1,6,6,4,5,6,6,9,1,3,28.23,94,"M",10,"P30MM7M"
681,"21/05/2016","2016-05-21","9:45:00","2016-05-21 15:37:51","2016-05-21 15:40:31",3,6,1,6,6,4,6,6,4,8,2,1,31.56,307,"M",11,"IDYTNOY"
682,"21/05/2016","2016-05-21","9:45:00","2016-05-21 16:45:39","2016-05-21 16:47:53",2,5,2,5,5,2,5,5,5,11,3,2,24.38,28,"M",8,"EVYTA0Y"
683,"21/05/2016","2016-05-21","9:45:00","2016-05-21 19:16:02","2016-05-21 19:18:43",3,6,1,6,4,4,5,6,5,12,2,2,30.43,93,"W",10,"02MQQ7E"
684,"21/05/2016","2016-05-21","9:45:00","2016-05-21 19:31:35","2016-05-21 19:33:40",2,6,1,6,6,4,6,5,4,12,1,3,28.98,71,"M",9,"MP52ML7"
685,"21/05/2016","2016-05-21","9:45:00","2016-05-21 20:06:34","2016-05-21 20:10:43",3,5,1,6,5,4,5,6,5,9,2,3,30.23,22,"W",8,"JH3IYC2"
686,"21/05/2016","2016-05-21","9:45:00","2016-05-21 20:48:45","2016-05-21 20:50:32",2,5,1,5,5,4,5,5,4,10,3,4,20.38,34,"W",6,"XHRLHJ8"
687,"21/05/2016","2016-05-21","9:45:00","2016-05-21 21:41:09","2016-05-21 21:42:54",2,6,1,7,6,4,7,5,3,11,2,3,25.5,115,"W",8,"X6HKUK9"
688,"21/05/2016","2016-05-21","9:45:00","2016-05-21 23:56:01","2016-05-22 00:01:11",3,5,4,6,7,3,6,6,6,10,3,4,23.11,81,"M",4,"0V5N7F7"
689,"21/05/2016","2016-05-21","9:45:00","2016-05-22 07:44:20","2016-05-22 07:45:41",3,5,1,6,5,4,5,5,4,9,2,2,22.4,112,"M",5,"3LKSEZ9"
690,"21/05/2016","2016-05-21","9:45:00","2016-05-22 07:41:52","2016-05-22 07:46:07",3,7,1,7,7,4,7,5,2,8,2,3,33.65,19,"W",11,"OR3I1V0"
691,"21/05/2016","2016-05-21","9:45:00","2016-05-22 18:03:25","2016-05-22 18:05:06",2,6,1,7,7,4,6,6,4,14,2,4,24.2,147,"W",9,"9G5J3BV"
692,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:04:31","2016-05-28 10:05:47",2,6,1,5,6,4,5,4,NA,8,1,1,27.6,62,"W",4,"8FQ70LO"
693,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:03:44","2016-05-28 10:05:53",3,5,1,5,6,4,5,5,4,10,1,1,29.38,79,"M",9,"YIUDRH5"
694,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:04:59","2016-05-28 10:06:34",2,5,2,6,5,4,5,4,NA,10,3,2,24.23,28,"M",8,"EVYTA0Y"
695,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:06:37","2016-05-28 10:08:00",2,7,1,7,7,4,7,6,5,10,3,4,29.48,35,"W",8,"GGC9JED"
696,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:15:33","2016-05-28 10:16:57",2,6,1,5,5,4,6,6,5,11,1,1,16.83,62,"M",4,"Z9QFC7R"
697,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:14:52","2016-05-28 10:17:00",2,4,1,4,6,4,6,6,4,13,1,1,26.76,47,"M",9,"WLZC8UY"
698,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:17:45","2016-05-28 10:19:15",2,7,2,7,5,4,5,4,NA,8,2,3,22.63,69,"M",7,"YAJTARS"
699,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:26:06","2016-05-28 10:28:02",2,6,1,5,6,4,6,5,4,11,2,2,24.2,41,"M",11,"ITPAZM5"
700,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:27:48","2016-05-28 10:30:08",2,5,1,6,5,4,4,6,5,10,2,3,25.48,62,"M",8,"86ZOE78"
701,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:28:18","2016-05-28 10:31:32",3,6,1,6,7,4,7,5,4,12,1,2,22.75,39,"M",5,"A3ZSOC4"
702,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:30:00","2016-05-28 10:31:34",2,7,1,7,7,4,6,6,6,10,2,4,25.28,50,"W",7,"G8ZD97M"
703,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:34:57","2016-05-28 10:38:49",3,5,1,4,4,4,4,4,NA,8,2,2,22.55,112,"M",5,"3LKSEZ9"
704,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:37:13","2016-05-28 10:41:02",3,6,4,6,6,2,6,4,NA,10,1,4,28.4,53,"W",10,"U9JJJC3"
705,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:41:10","2016-05-28 10:42:56",2,7,1,7,6,4,5,7,6,12,2,1,28.66,163,"M",11,"FRMQFMD"
706,"28/05/2016","2016-05-28","9:45:00","2016-05-28 10:52:11","2016-05-28 10:53:50",3,5,1,4,5,4,6,4,NA,9,1,1,21.56,87,"M",11,"58NAII0"
707,"28/05/2016","2016-05-28","9:45:00","2016-05-28 11:26:18","2016-05-28 11:28:26",3,7,1,7,7,4,7,2,NA,8,2,3,34.85,16,"W",8,"1MHBZLP"
708,"28/05/2016","2016-05-28","9:45:00","2016-05-28 11:30:48","2016-05-28 11:32:33",3,4,3,4,4,3,4,4,NA,5,1,3,34.85,272,"M",8,"VV2J8H7"
709,"28/05/2016","2016-05-28","9:45:00","2016-05-28 11:32:59","2016-05-28 11:36:31",2,7,2,7,7,2,7,5,4,15,2,2,21.03,36,"M",9,"6S8HNB0"
710,"28/05/2016","2016-05-28","9:45:00","2016-05-28 11:47:19","2016-05-28 11:51:29",2,7,3,7,7,4,5,5,3,12,2,3,26.6,71,"W",9,"IA1X4QH"
711,"28/05/2016","2016-05-28","9:45:00","2016-05-28 11:51:52","2016-05-28 11:53:58",2,6,4,6,5,4,5,5,3,8,2,4,33.25,110,"W",8,"QFZDT4P"
712,"28/05/2016","2016-05-28","9:45:00","2016-05-28 12:03:55","2016-05-28 12:07:41",3,6,1,6,7,4,7,4,NA,8,2,1,32.03,307,"M",11,"IDYTNOY"
713,"28/05/2016","2016-05-28","9:45:00","2016-05-28 12:04:18","2016-05-28 12:30:32",3,7,1,7,7,4,5,5,4,11,2,4,36.03,33,"W",8,"F1DMBSL"
714,"28/05/2016","2016-05-28","9:45:00","2016-05-28 12:44:25","2016-05-28 12:47:06",3,4,1,7,7,4,6,5,4,14,2,3,23.26,75,"W",7,"16NC4JI"
715,"28/05/2016","2016-05-28","9:45:00","2016-05-28 12:48:12","2016-05-28 12:50:10",2,6,1,6,5,4,4,6,5,9,2,4,24.36,147,"W",9,"9G5J3BV"
716,"28/05/2016","2016-05-28","9:45:00","2016-05-28 13:14:53","2016-05-28 13:16:09",2,6,2,6,6,2,5,6,6,13,2,2,20.93,86,"M",9,"W64SQKB"
717,"28/05/2016","2016-05-28","9:45:00","2016-05-28 13:21:14","2016-05-28 13:23:13",3,6,1,6,5,4,6,7,5,12,2,4,23.9,118,"M",6,"87J50HU"
718,"28/05/2016","2016-05-28","9:45:00","2016-05-28 13:34:00","2016-05-28 13:35:47",2,7,3,7,7,2,7,7,5,14,2,3,28.86,69,"W",10,"2K05KHM"
719,"28/05/2016","2016-05-28","9:45:00","2016-05-28 13:33:38","2016-05-28 13:36:17",3,7,1,7,6,4,7,3,NA,7,2,2,30.41,93,"W",10,"02MQQ7E"
720,"28/05/2016","2016-05-28","9:45:00","2016-05-28 13:34:15","2016-05-28 13:38:01",3,5,1,6,6,4,6,3,NA,6,2,2,37.78,140,"W",11,"V4Y6VCO"
721,"28/05/2016","2016-05-28","9:45:00","2016-05-28 13:46:27","2016-05-28 13:49:02",3,6,1,6,5,4,7,5,4,10,2,2,26.81,54,"M",8,"3S3PK5U"
722,"28/05/2016","2016-05-28","9:45:00","2016-05-28 15:06:41","2016-05-28 15:08:05",3,6,1,6,7,4,6,3,NA,7,2,3,18.96,87,"M",4,"SN7HA47"
723,"28/05/2016","2016-05-28","9:45:00","2016-05-28 17:23:17","2016-05-28 17:25:31",3,4,1,4,4,4,5,3,NA,6,1,1,27.43,111,"M",10,"CCY9CBO"
724,"28/05/2016","2016-05-28","9:45:00","2016-05-28 18:50:42","2016-05-28 18:51:52",3,7,1,7,7,4,7,5,2,9,2,3,19.91,113,"M",5,"UW3QB7M"
725,"28/05/2016","2016-05-28","9:45:00","2016-05-28 19:19:30","2016-05-28 19:21:30",2,5,1,5,6,4,5,4,NA,10,2,3,27.55,115,"W",8,"X6HKUK9"
726,"28/05/2016","2016-05-28","9:45:00","2016-05-28 21:22:49","2016-05-28 21:24:19",2,6,1,7,6,4,7,4,NA,8,1,3,27.63,94,"M",10,"P30MM7M"
727,"28/05/2016","2016-05-28","9:45:00","2016-05-28 22:21:00","2016-05-28 22:23:34",3,6,3,6,5,1,4,3,NA,6,2,4,40.01,64,"W",6,"RPO112V"
728,"28/05/2016","2016-05-28","9:45:00","2016-05-29 08:38:57","2016-05-29 08:40:52",2,6,1,6,6,4,5,4,NA,11,1,1,29.95,71,"M",9,"MP52ML7"
729,"28/05/2016","2016-05-28","9:45:00","2016-05-29 09:28:26","2016-05-29 09:29:55",3,5,2,5,4,3,4,5,3,8,2,2,19.88,231,"M",6,"75FJWI3"
730,"28/05/2016","2016-05-28","9:45:00","2016-05-29 10:35:59","2016-05-29 10:39:14",3,6,1,6,6,4,6,4,NA,10,1,2,25.93,32,"W",8,"EPDS5XR"
731,"28/05/2016","2016-05-28","9:45:00","2016-05-29 17:02:12","2016-05-29 17:09:05",2,6,1,6,5,4,5,6,4,12,2,3,21.95,40,"M",9,"Y0NMXE1"
732,"28/05/2016","2016-05-28","9:45:00","2016-05-30 19:00:19","2016-05-30 19:02:25",3,6,3,6,7,2,7,3,NA,10,2,3,23.8,110,"M",8,"UN7P5LY"
733,"28/05/2016","2016-05-28","9:45:00","2016-05-30 20:31:31","2016-05-30 20:36:52",2,4,1,5,5,4,6,5,3,10,1,3,26.88,106,"M",11,"LSOEMAJ"
734,"28/05/2016","2016-05-28","9:45:00","2016-05-31 11:48:41","2016-05-31 11:49:57",2,7,1,7,5,4,5,6,5,13,3,4,19.9,34,"W",6,"XHRLHJ8"
735,"28/05/2016","2016-05-28","9:45:00","2016-05-31 16:18:49","2016-05-31 16:21:00",3,5,3,7,7,3,7,5,5,11,1,4,25.16,190,"W",9,"EOC1W8E"
736,"28/05/2016","2016-05-28","9:45:00","2016-05-31 21:54:23","2016-05-31 21:55:41",3,5,1,6,5,4,4,5,5,11,2,3,28.46,135,"W",6,"YCJW583"
737,"28/05/2016","2016-05-28","9:45:00","2016-06-03 12:38:34","2016-06-03 12:41:25",1,5,3,6,5,2,6,4,NA,9,2,4,25.98,207,"M",9,"GLCMOCE"
